account_id,customer_id,account_type,currency,balance,credit_limit,opened_date,closed_date,account_status,branch_code,last_updated_ts
ACC00000416,CUST000303,CURRENT,USD,121698.92,50000,2018-06-12,,ACTIVE,BR635,2025-07-16 14:42:00+00:00
ACC00000417,CUST000225,INVESTMENT,EUR,338398.89,50000,2015-12-25,,DORMANT,BR560,2024-04-08 21:54:00+00:00
ACC00000418,CUST000066,CURRENT,GBP,499617.14,5000,2017-11-13,,ACTIVE,BR949,2024-12-16 16:16:00+00:00
ACC00000419,CUST000327,CURRENT,GBP,420431.53,50000,2019-04-20,,ACTIVE,BR746,2024-03-05 11:27:00+00:00
ACC00000420,CUST000291,CURRENT,GBP,102440.84,5000,2024-05-18,,ACTIVE,BR803,2025-10-19 00:34:00+00:00
ACC00000421,CUST000343,CURRENT,GBP,419545.52,10000,2020-08-30,,ACTIVE,BR951,2024-05-09 03:14:00+00:00
ACC00000422,CUST000102,CURRENT,GBP,137062.2,25000,2022-10-16,,ACTIVE,BR274,2025-04-13 03:07:00+00:00
ACC00000423,CUST000070,SAVINGS,USD,76515.23,25000,2023-03-18,,ACTIVE,BR137,2025-07-17 22:18:00+00:00
ACC00000424,CUST000345,CURRENT,GBP,264715.09,10000,2025-01-21,2020-03-07,ACTIVE,BR954,2024-05-09 11:19:00+00:00
ACC00000425,CUST000450,CURRENT,GBP,30317.29,25000,2017-08-19,,ACTIVE,BR699,2025-04-08 13:35:00+00:00
ACC00000426,CUST000455,CURRENT,USD,40306.13,10000,2024-10-12,,ACTIVE,BR494,2024-03-25 16:11:00+00:00
ACC00000427,CUST000216,CURRENT,GBP,347706.8,25000,2016-07-08,,ACTIVE,BR259,2025-02-11 16:12:00+00:00
ACC00000428,CUST000455,SAVINGS,GBP,414401.54,50000,2025-10-30,,DORMANT,BR650,2024-05-25 21:14:00+00:00
ACC00000429,CUST000386,CURRENT,GBP,361162.26,50000,2024-05-25,,ACTIVE,BR682,2026-03-05 00:12:00+00:00
ACC00000430,CUST000329,SAVINGS,GBP,499404.73,25000,2026-04-20,,ACTIVE,BR315,2026-01-21 23:22:00+00:00
ACC00000431,CUST000283,SAVINGS,GBP,438531.04,0,2015-06-29,,ACTIVE,BR819,2025-06-22 19:49:00+00:00
ACC00000432,CUST000080,CURRENT,USD,101479.34,10000,2018-09-29,,CLOSED,BR544,2024-06-04 18:55:00+00:00
ACC00000433,CUST000034,CURRENT,GBP,249934.23,5000,2021-02-23,,ACTIVE,BR455,2025-06-27 16:03:00+00:00
ACC00000434,CUST000267,LOAN,GBP,400038.56,25000,2017-11-22,,ACTIVE,BR761,2026-03-30 17:23:00+00:00
ACC00000435,CUST000360,CURRENT,GBP,441385.46,5000,2021-06-30,,ACTIVE,BR930,2025-07-06 07:44:00+00:00
ACC00000436,CUST000093,CURRENT,GBP,472431.28,5000,2016-01-08,,ACTIVE,BR798,2025-06-27 05:23:00+00:00
ACC00000437,CUST000420,INVESTMENT,USD,315760.79,5000,2016-05-13,,ACTIVE,BR915,2024-06-11 03:43:00+00:00
ACC00000438,CUST000073,SAVINGS,EUR,489718.38,0,2019-04-08,,DORMANT,BR395,2024-06-18 20:40:00+00:00
ACC00000439,CUST000015,SAVINGS,GBP,352415.82,0,2023-12-01,,ACTIVE,BR312,2025-09-25 07:53:00+00:00
ACC00000440,CUST000160,CURRENT,USD,132871.64,50000,2026-02-07,,ACTIVE,BR450,2026-02-08 22:09:00+00:00
ACC00000441,CUST000487,SAVINGS,USD,329449.9,10000,2016-09-06,,ACTIVE,BR816,2025-07-07 19:27:00+00:00
ACC00000442,CUST000481,SAVINGS,GBP,157427.32,25000,2018-09-17,,ACTIVE,BR615,2024-07-26 08:03:00+00:00
ACC00000443,CUST000152,CURRENT,EUR,101365.07,25000,2024-10-26,2020-07-14,ACTIVE,BR664,2025-02-14 09:24:00+00:00
ACC00000444,CUST000373,CURRENT,USD,479291.3,25000,2023-08-13,,ACTIVE,BR949,2025-06-18 13:57:00+00:00
ACC00000445,CUST000411,CURRENT,GBP,160870.91,25000,2023-10-02,,ACTIVE,BR860,2025-05-02 14:20:00+00:00
ACC00000446,CUST000319,CURRENT,GBP,456579.21,10000,2023-12-28,,ACTIVE,BR913,2024-05-19 23:19:00+00:00
ACC00000447,CUST000370,CURRENT,USD,62531.5,25000,2021-02-02,,ACTIVE,BR375,2024-01-01 02:16:00+00:00
ACC00000448,CUST000076,CURRENT,USD,460740.18,25000,2019-08-23,,ACTIVE,BR192,2025-12-26 17:42:00+00:00
ACC00000449,CUST000094,CURRENT,EUR,302437.31,10000,2019-02-16,,ACTIVE,BR625,2024-11-15 06:59:00+00:00
ACC00000450,CUST000066,SAVINGS,USD,-2838.98,50000,2015-01-30,,FROZEN,BR891,2026-01-21 19:38:00+00:00
ACC00000451,CUST000014,SAVINGS,GBP,-162.8,0,2018-08-03,,ACTIVE,BR315,2024-03-09 01:48:00+00:00
ACC00000452,CUST000493,SAVINGS,GBP,82635.69,25000,2019-11-20,,ACTIVE,BR364,2025-02-24 04:09:00+00:00
ACC00000453,CUST000309,SAVINGS,GBP,275674.28,0,2015-03-14,,ACTIVE,BR323,2025-05-07 05:48:00+00:00
ACC00000454,CUST000303,CURRENT,GBP,346727.42,0,2025-03-19,,DORMANT,BR578,2026-04-06 07:25:00+00:00
ACC00000455,CUST000307,LOAN,EUR,241933.24,25000,2026-04-20,2020-08-03,DORMANT,BR367,2026-03-16 05:41:00+00:00
ACC00000456,CUST000299,CURRENT,EUR,193359.5,50000,2020-10-21,,ACTIVE,BR132,2025-03-05 12:37:00+00:00
ACC00000457,CUST000116,CURRENT,EUR,35980.14,5000,2021-10-21,,ACTIVE,BR218,2024-07-17 07:53:00+00:00
ACC00000458,CUST000014,SAVINGS,GBP,437743.75,5000,2019-12-10,,ACTIVE,BR629,2024-12-24 02:14:00+00:00
ACC00000459,CUST000040,CURRENT,EUR,323889.57,25000,2021-08-24,,ACTIVE,BR774,2024-10-09 04:57:00+00:00
ACC00000460,CUST000390,INVESTMENT,USD,267017.91,10000,2021-01-08,,CLOSED,BR746,2025-02-15 03:46:00+00:00
ACC00000461,CUST000068,INVESTMENT,GBP,445748.96,10000,2017-09-02,,ACTIVE,BR290,2026-01-27 18:43:00+00:00
ACC00000462,CUST000424,SAVINGS,USD,407108.58,50000,2018-11-02,,ACTIVE,BR586,2024-06-04 06:28:00+00:00
ACC00000463,CUST000235,LOAN,GBP,219814.27,25000,2020-01-09,,ACTIVE,BR243,2024-05-25 21:17:00+00:00
ACC00000464,CUST000325,INVESTMENT,GBP,57324.87,10000,2016-01-09,,ACTIVE,BR578,2026-02-17 10:00:00+00:00
ACC00000465,CUST000092,SAVINGS,GBP,485879.71,0,2020-05-05,,ACTIVE,BR700,2025-10-14 03:33:00+00:00
ACC00000466,CUST000194,CURRENT,USD,185070.11,25000,2021-07-18,,FROZEN,BR430,2024-11-14 16:06:00+00:00
ACC00000467,CUST000237,SAVINGS,USD,298661.99,25000,2015-11-17,,ACTIVE,BR481,2026-03-01 20:38:00+00:00
ACC00000468,CUST000082,CURRENT,USD,190309.27,5000,2018-04-28,,DORMANT,BR677,2025-04-27 07:42:00+00:00
ACC00000469,CUST000114,CURRENT,GBP,418768.63,5000,2021-03-25,,CLOSED,BR486,2025-03-24 09:52:00+00:00
ACC00000470,CUST000205,CURRENT,GBP,404994.2,25000,2017-12-25,,CLOSED,BR774,2024-05-07 17:47:00+00:00
ACC00000471,CUST000485,CURRENT,USD,491816.73,0,2021-01-24,,ACTIVE,BR702,2025-09-16 14:09:00+00:00
ACC00000472,CUST000463,LOAN,GBP,58005.75,10000,2016-02-27,,ACTIVE,BR134,2024-03-13 23:21:00+00:00
ACC00000473,CUST000476,INVESTMENT,USD,182092.72,0,2020-08-01,,ACTIVE,BR430,2024-10-05 01:24:00+00:00
ACC00000474,CUST000112,CURRENT,EUR,92460.38,5000,2019-09-17,,ACTIVE,BR818,2024-09-18 03:40:00+00:00
ACC00000475,CUST000336,CURRENT,GBP,-271.53,10000,2017-08-09,,ACTIVE,BR207,2025-04-22 13:37:00+00:00
ACC00000476,CUST000102,INVESTMENT,GBP,370287.94,50000,2015-01-12,,DORMANT,BR744,2024-06-21 22:44:00+00:00
ACC00000477,CUST000103,CURRENT,EUR,378002.6,25000,2022-10-17,,DORMANT,BR467,2026-03-24 15:48:00+00:00
ACC00000478,CUST000089,CURRENT,GBP,338679.95,5000,2023-04-12,,ACTIVE,BR990,2024-10-25 07:33:00+00:00
ACC00000479,CUST000478,CURRENT,GBP,353144.88,10000,2022-04-12,,ACTIVE,BR108,2024-04-15 02:46:00+00:00
ACC00000480,CUST000220,CURRENT,GBP,91713.4,5000,2016-11-12,,FROZEN,BR262,2025-09-09 19:55:00+00:00
ACC00000481,CUST000309,SAVINGS,GBP,407221.82,50000,2020-12-03,,ACTIVE,BR531,2025-01-06 07:55:00+00:00
ACC00000482,CUST000344,LOAN,GBP,310744.46,50000,2017-12-30,,ACTIVE,BR586,2025-11-11 15:53:00+00:00
ACC00000483,CUST000434,CURRENT,USD,403249.32,5000,2024-02-28,,ACTIVE,BR442,2025-12-19 13:26:00+00:00
ACC00000484,CUST000444,CURRENT,GBP,106679.58,0,2021-08-12,,ACTIVE,BR444,2024-02-28 20:06:00+00:00
ACC00000485,CUST000214,CURRENT,GBP,489960.16,0,2022-04-13,,ACTIVE,BR763,2026-02-27 08:53:00+00:00
ACC00000486,CUST000389,SAVINGS,USD,483484.74,0,2016-04-14,,ACTIVE,BR202,2026-01-11 23:17:00+00:00
ACC00000487,CUST000304,CURRENT,USD,13582.0,25000,2015-03-27,,DORMANT,BR291,2024-09-14 20:32:00+00:00
ACC00000488,CUST000413,CURRENT,USD,243883.13,25000,2022-12-22,,ACTIVE,BR466,2024-12-02 13:42:00+00:00
ACC00000489,CUST000361,SAVINGS,GBP,350544.09,50000,2019-12-02,,ACTIVE,BR413,2026-05-06 08:22:00+00:00
ACC00000490,CUST000198,CURRENT,GBP,301043.62,0,2021-04-10,,ACTIVE,BR266,2024-03-26 00:06:00+00:00
ACC00000491,CUST000470,CURRENT,USD,-1396.62,50000,2018-12-18,,ACTIVE,BR578,2025-12-31 15:15:00+00:00
ACC00000492,CUST000286,CURRENT,GBP,492053.09,5000,2020-09-28,,ACTIVE,BR659,2025-08-22 15:14:00+00:00
ACC00000493,CUST000269,SAVINGS,GBP,317410.23,25000,2015-05-09,,CLOSED,BR290,2025-08-28 13:42:00+00:00
ACC00000494,CUST000321,CURRENT,GBP,51028.0,5000,2017-05-21,2022-06-04,CLOSED,BR870,2024-09-29 03:49:00+00:00
ACC00000495,CUST000353,SAVINGS,GBP,135060.51,25000,2023-07-27,,ACTIVE,BR122,2026-04-26 22:31:00+00:00
ACC00000496,CUST000020,LOAN,GBP,247664.45,10000,2020-10-09,,DORMANT,BR549,2025-07-28 19:53:00+00:00
ACC00000497,CUST000055,CURRENT,GBP,81090.93,10000,2019-08-16,,ACTIVE,BR928,2025-08-02 12:38:00+00:00
ACC00000498,CUST000229,CURRENT,USD,92853.98,50000,2024-12-01,,ACTIVE,BR731,2025-06-15 21:24:00+00:00
ACC00000499,CUST000439,CURRENT,USD,368101.49,50000,2019-12-13,,ACTIVE,BR567,2024-02-13 19:06:00+00:00
ACC00000500,CUST000439,CURRENT,USD,334448.65,25000,2022-04-10,,ACTIVE,BR707,2025-08-27 20:06:00+00:00
ACC00000501,CUST000123,CURRENT,GBP,299501.14,50000,2021-01-10,,ACTIVE,BR689,2025-08-12 03:07:00+00:00
ACC00000502,CUST000269,CURRENT,GBP,83642.06,10000,2019-07-29,,ACTIVE,BR811,2026-02-21 07:23:00+00:00
ACC00000503,CUST000492,LOAN,GBP,292023.11,25000,2023-11-14,,ACTIVE,BR545,2025-08-17 21:45:00+00:00
ACC00000504,CUST000020,CURRENT,EUR,371716.59,0,2018-06-29,,CLOSED,BR848,2025-09-10 13:52:00+00:00
ACC00000505,CUST000194,SAVINGS,GBP,59352.61,0,2025-01-02,,ACTIVE,BR508,2025-02-07 22:47:00+00:00
ACC00000506,CUST000383,CURRENT,USD,466449.52,50000,2020-03-13,,ACTIVE,BR584,2024-02-10 11:41:00+00:00
ACC00000507,CUST000482,CURRENT,GBP,427016.87,10000,2024-09-24,,ACTIVE,BR954,2026-03-18 14:54:00+00:00
ACC00000508,CUST000095,CURRENT,GBP,439906.56,5000,2023-04-08,,ACTIVE,BR349,2025-04-16 18:55:00+00:00
ACC00000509,CUST000220,SAVINGS,GBP,363093.93,10000,2018-04-30,,DORMANT,BR358,2025-06-19 01:25:00+00:00
ACC00000510,CUST000443,CURRENT,GBP,133535.63,5000,2025-09-29,,ACTIVE,BR840,2026-04-12 20:47:00+00:00
ACC00000511,CUST000387,CURRENT,GBP,423071.92,25000,2017-02-06,,DORMANT,BR482,2026-03-07 13:42:00+00:00
ACC00000512,CUST000143,CURRENT,GBP,6674.34,10000,2026-02-14,,ACTIVE,BR715,2024-01-27 06:36:00+00:00
ACC00000513,CUST000084,CURRENT,GBP,484754.43,0,2019-01-26,,ACTIVE,BR445,2024-07-04 00:40:00+00:00
ACC00000514,CUST000148,CURRENT,GBP,337255.9,5000,2025-04-21,,ACTIVE,BR594,2024-12-02 03:18:00+00:00
ACC00000515,CUST000460,CURRENT,GBP,305300.56,25000,2019-02-24,,ACTIVE,BR794,2025-02-26 00:46:00+00:00
ACC00000516,CUST000345,CURRENT,USD,338743.58,0,2018-12-13,,ACTIVE,BR510,2025-04-12 08:22:00+00:00
ACC00000517,CUST000452,CURRENT,GBP,440966.48,0,2019-03-28,,DORMANT,BR407,2026-04-18 21:22:00+00:00
ACC00000518,CUST000232,SAVINGS,GBP,-4012.74,0,2026-01-01,,ACTIVE,BR141,2024-12-26 07:17:00+00:00
ACC00000519,CUST000324,CURRENT,GBP,210692.81,25000,2019-01-17,,FROZEN,BR998,2025-04-01 01:20:00+00:00
ACC00000520,CUST000046,CURRENT,GBP,334915.39,50000,2021-04-29,,ACTIVE,BR339,2025-04-14 22:40:00+00:00
ACC00000521,CUST000251,CURRENT,USD,323265.17,25000,2015-06-22,,ACTIVE,BR881,2024-09-26 05:13:00+00:00
ACC00000522,CUST000090,CURRENT,GBP,426199.2,10000,2021-12-15,,ACTIVE,BR619,2025-07-25 17:41:00+00:00
ACC00000523,CUST000293,SAVINGS,GBP,158114.63,25000,2018-08-27,,ACTIVE,BR210,2024-11-25 23:25:00+00:00
ACC00000524,CUST000448,CURRENT,GBP,421392.48,5000,2018-12-26,2025-03-02,ACTIVE,BR531,2026-02-10 11:49:00+00:00
ACC00000525,CUST000274,CURRENT,GBP,200472.33,5000,2023-11-04,,ACTIVE,BR536,2026-04-15 05:54:00+00:00
ACC00000526,CUST000197,CURRENT,USD,56467.44,10000,2019-03-19,2025-12-14,ACTIVE,BR892,2025-05-26 02:21:00+00:00
ACC00000527,CUST000162,SAVINGS,GBP,256739.11,5000,2016-07-22,,ACTIVE,BR375,2024-12-26 19:34:00+00:00
ACC00000528,CUST000013,INVESTMENT,USD,245265.23,5000,2018-03-21,,ACTIVE,BR691,2026-01-27 07:20:00+00:00
ACC00000529,CUST000227,INVESTMENT,USD,256214.74,5000,2016-08-13,,DORMANT,BR510,2026-04-28 09:06:00+00:00
ACC00000530,CUST000449,SAVINGS,GBP,16949.66,25000,2024-07-25,,ACTIVE,BR707,2026-01-09 02:40:00+00:00
ACC00000531,CUST000448,SAVINGS,EUR,359216.24,5000,2020-07-02,,CLOSED,BR129,2025-02-19 10:39:00+00:00
ACC00000532,CUST000442,CURRENT,GBP,18717.15,50000,2025-03-16,,FROZEN,BR267,2025-05-24 20:11:00+00:00
ACC00000533,CUST000046,CURRENT,GBP,458787.7,0,2024-01-11,,ACTIVE,BR624,2026-02-13 12:12:00+00:00
ACC00000534,CUST000163,SAVINGS,GBP,263867.19,25000,2017-04-01,,CLOSED,BR270,2024-09-28 22:31:00+00:00
ACC00000535,CUST000325,LOAN,GBP,154702.19,50000,2018-01-29,,ACTIVE,BR407,2024-12-25 10:51:00+00:00
ACC00000536,CUST000356,CURRENT,USD,192888.74,5000,2015-04-07,,ACTIVE,BR711,2025-03-24 11:48:00+00:00
ACC00000537,CUST000082,CURRENT,EUR,164026.44,5000,2017-03-27,,ACTIVE,BR814,2024-06-12 05:20:00+00:00
ACC00000538,CUST000367,CURRENT,USD,439449.72,5000,2023-06-23,,DORMANT,BR636,2024-01-17 03:12:00+00:00
ACC00000539,CUST000046,CURRENT,GBP,402874.82,0,2023-08-12,,ACTIVE,BR303,2025-08-18 09:58:00+00:00
ACC00000540,CUST000354,CURRENT,GBP,495083.65,5000,2015-06-19,,ACTIVE,BR681,2025-06-02 22:41:00+00:00
ACC00000541,CUST000318,LOAN,GBP,108942.14,5000,2017-06-20,,CLOSED,BR869,2025-07-27 09:48:00+00:00
ACC00000542,CUST000043,CURRENT,EUR,343222.23,10000,2015-04-22,,CLOSED,BR242,2025-07-27 17:11:00+00:00
ACC00000543,CUST000354,CURRENT,USD,478676.72,25000,2015-12-25,,ACTIVE,BR233,2025-02-11 19:44:00+00:00
ACC00000544,CUST000364,CURRENT,GBP,458082.59,25000,2017-12-18,,ACTIVE,BR779,2024-03-18 06:05:00+00:00
ACC00000545,CUST000488,INVESTMENT,USD,94422.79,50000,2020-07-27,,ACTIVE,BR441,2024-04-02 22:38:00+00:00
ACC00000546,CUST000307,INVESTMENT,GBP,161258.44,0,2016-11-15,,DORMANT,BR907,2025-11-10 12:54:00+00:00
ACC00000547,CUST000080,INVESTMENT,GBP,26736.28,5000,2021-01-01,,ACTIVE,BR155,2024-09-26 04:45:00+00:00
ACC00000548,CUST000276,LOAN,GBP,310773.82,0,2018-03-14,,ACTIVE,BR192,2024-12-14 17:22:00+00:00
ACC00000549,CUST000022,CURRENT,GBP,9075.74,10000,2015-04-21,,CLOSED,BR416,2025-02-10 04:58:00+00:00
ACC00000550,CUST000086,CURRENT,USD,213134.22,0,2015-03-18,,ACTIVE,BR911,2025-01-29 03:54:00+00:00
ACC00000551,CUST000168,INVESTMENT,USD,7131.88,25000,2017-05-21,,ACTIVE,BR884,2026-01-23 09:39:00+00:00
ACC00000552,CUST000436,SAVINGS,GBP,397596.56,0,2022-08-04,2022-12-26,ACTIVE,BR244,2025-08-06 02:20:00+00:00
ACC00000553,CUST000432,SAVINGS,GBP,467205.7,10000,2016-11-27,,DORMANT,BR920,2024-08-18 14:52:00+00:00
ACC00000554,CUST000082,CURRENT,USD,419456.33,0,2019-07-16,,ACTIVE,BR454,2024-02-11 07:35:00+00:00
ACC00000555,CUST000073,CURRENT,GBP,119812.55,10000,2018-02-14,,ACTIVE,BR569,2024-06-07 21:17:00+00:00
ACC00000556,CUST000385,LOAN,EUR,234156.15,0,2025-10-10,,ACTIVE,BR505,2024-01-27 15:14:00+00:00
ACC00000557,CUST000026,SAVINGS,GBP,479195.34,50000,2024-12-18,,DORMANT,BR269,2026-05-03 22:14:00+00:00
ACC00000558,CUST000155,CURRENT,GBP,415421.34,5000,2018-08-29,,ACTIVE,BR571,2024-09-08 07:28:00+00:00
ACC00000559,CUST000366,CURRENT,GBP,409925.07,25000,2021-11-23,,ACTIVE,BR100,2025-10-25 06:09:00+00:00
ACC00000560,CUST000481,CURRENT,GBP,257435.9,25000,2022-06-10,,ACTIVE,BR774,2024-01-13 09:15:00+00:00
ACC00000561,CUST000145,SAVINGS,USD,114555.55,0,2025-09-28,,DORMANT,BR251,2024-01-22 19:30:00+00:00
ACC00000562,CUST000091,SAVINGS,GBP,31819.97,0,2018-06-19,,FROZEN,BR305,2025-03-25 13:35:00+00:00
ACC00000563,CUST000450,CURRENT,GBP,297982.18,0,2020-06-20,,ACTIVE,BR276,2025-07-18 18:12:00+00:00
ACC00000564,CUST000481,CURRENT,USD,216457.39,10000,2016-04-02,,ACTIVE,BR408,2025-02-26 05:54:00+00:00
ACC00000565,CUST000002,CURRENT,EUR,43313.73,0,2020-12-31,,ACTIVE,BR414,2025-06-15 18:25:00+00:00
ACC00000566,CUST000383,CURRENT,GBP,220460.38,50000,2017-10-05,,ACTIVE,BR182,2025-10-04 18:56:00+00:00
ACC00000567,CUST000007,INVESTMENT,GBP,58037.32,0,2015-06-23,,ACTIVE,BR289,2025-01-31 23:16:00+00:00
ACC00000568,CUST000249,CURRENT,GBP,487135.42,0,2015-12-31,,ACTIVE,BR341,2025-12-24 11:51:00+00:00
ACC00000569,CUST000250,SAVINGS,GBP,457940.76,5000,2017-04-22,2022-01-28,ACTIVE,BR978,2026-03-31 08:27:00+00:00
ACC00000570,CUST000404,CURRENT,GBP,185584.54,50000,2021-08-27,,ACTIVE,BR308,2025-01-14 11:57:00+00:00
ACC00000571,CUST000304,CURRENT,GBP,444492.29,0,2017-04-20,,ACTIVE,BR547,2024-08-28 10:34:00+00:00
ACC00000572,CUST000247,SAVINGS,GBP,345148.65,25000,2024-04-25,,ACTIVE,BR192,2024-12-31 02:44:00+00:00
ACC00000573,CUST000109,SAVINGS,GBP,390236.35,50000,2018-03-07,,ACTIVE,BR841,2024-05-17 10:55:00+00:00
ACC00000574,CUST000330,INVESTMENT,EUR,26311.13,50000,2015-01-10,,ACTIVE,BR350,2026-04-27 22:15:00+00:00
ACC00000575,CUST000227,CURRENT,GBP,400205.49,10000,2020-01-12,,ACTIVE,BR257,2026-03-25 17:37:00+00:00
ACC00000576,CUST000221,CURRENT,GBP,22668.36,25000,2015-07-16,,ACTIVE,BR801,2024-05-11 03:58:00+00:00
ACC00000577,CUST000301,SAVINGS,USD,303423.01,25000,2020-01-31,,CLOSED,BR668,2026-03-14 16:45:00+00:00
ACC00000578,CUST000004,CURRENT,USD,213078.69,10000,2024-07-31,,ACTIVE,BR965,2025-05-02 17:20:00+00:00
ACC00000579,CUST000442,LOAN,USD,46422.93,50000,2023-08-24,,CLOSED,BR894,2024-04-17 19:14:00+00:00
ACC00000580,CUST000140,SAVINGS,USD,23173.93,25000,2018-04-22,,ACTIVE,BR483,2026-01-07 11:45:00+00:00
ACC00000581,CUST000315,SAVINGS,USD,21362.59,10000,2022-12-04,2025-04-27,ACTIVE,BR105,2025-12-19 20:35:00+00:00
ACC00000582,CUST000411,CURRENT,GBP,424214.3,10000,2021-06-07,,DORMANT,BR588,2026-04-20 07:29:00+00:00
ACC00000583,CUST000104,SAVINGS,GBP,197849.95,10000,2020-01-25,2022-12-16,ACTIVE,BR263,2024-10-02 18:53:00+00:00
ACC00000584,CUST000093,CURRENT,GBP,306737.5,10000,2023-08-18,,DORMANT,BR452,2024-02-24 14:39:00+00:00
ACC00000585,CUST000028,SAVINGS,EUR,202609.54,5000,2017-07-09,,ACTIVE,BR202,2025-03-24 15:37:00+00:00
ACC00000586,CUST000175,SAVINGS,USD,431614.29,10000,2026-01-11,,ACTIVE,BR582,2025-03-22 02:10:00+00:00
ACC00000587,CUST000073,CURRENT,GBP,392674.78,25000,2018-10-21,2023-12-13,ACTIVE,BR663,2024-01-23 17:28:00+00:00
ACC00000588,CUST000017,SAVINGS,USD,310124.12,25000,2017-06-21,,ACTIVE,BR803,2025-07-26 20:03:00+00:00
ACC00000589,CUST000290,SAVINGS,GBP,223972.68,50000,2020-01-14,,ACTIVE,BR503,2024-12-21 15:55:00+00:00
ACC00000590,CUST000302,SAVINGS,GBP,229425.59,0,2017-04-13,,CLOSED,BR815,2025-12-24 04:04:00+00:00
ACC00000591,CUST000166,SAVINGS,GBP,211193.4,10000,2021-04-27,,ACTIVE,BR317,2025-11-29 11:04:00+00:00
ACC00000592,CUST000044,CURRENT,GBP,308206.41,10000,2023-01-06,,ACTIVE,BR583,2026-01-06 08:36:00+00:00
ACC00000593,CUST000055,SAVINGS,GBP,46145.35,0,2016-09-16,,ACTIVE,BR784,2024-09-15 23:01:00+00:00
ACC00000594,CUST000497,SAVINGS,GBP,323715.32,0,2022-06-26,,DORMANT,BR485,2025-12-31 19:31:00+00:00
ACC00000595,CUST000081,CURRENT,GBP,336266.93,25000,2017-08-27,,ACTIVE,BR951,2025-03-17 22:48:00+00:00
ACC00000596,CUST000143,INVESTMENT,USD,8115.9,25000,2023-02-01,,ACTIVE,BR574,2024-05-16 12:13:00+00:00
ACC00000597,CUST000331,SAVINGS,GBP,256192.51,5000,2016-11-25,,ACTIVE,BR823,2025-11-08 14:19:00+00:00
ACC00000598,CUST000350,INVESTMENT,GBP,291845.75,0,2015-12-22,,DORMANT,BR348,2025-07-05 22:43:00+00:00
ACC00000599,CUST000287,CURRENT,GBP,49543.33,50000,2018-05-22,,CLOSED,BR881,2024-11-07 10:14:00+00:00
ACC00000600,CUST000282,CURRENT,EUR,1205.73,0,2018-12-29,,DORMANT,BR198,2025-08-06 16:26:00+00:00
ACC00000601,CUST000484,CURRENT,GBP,355216.19,50000,2024-08-12,,ACTIVE,BR496,2024-05-27 17:43:00+00:00
ACC00000602,CUST000375,CURRENT,EUR,294407.68,10000,2022-07-06,,ACTIVE,BR231,2025-08-23 10:55:00+00:00
ACC00000603,CUST000181,CURRENT,GBP,419593.63,5000,2019-01-25,,ACTIVE,BR425,2024-01-07 19:03:00+00:00
ACC00000604,CUST000018,CURRENT,GBP,451706.85,10000,2024-07-15,,ACTIVE,BR881,2025-12-30 11:37:00+00:00
ACC00000605,CUST000385,SAVINGS,GBP,58620.72,25000,2018-05-15,,ACTIVE,BR236,2024-05-02 02:39:00+00:00
ACC00000606,CUST000162,SAVINGS,EUR,251993.49,50000,2021-10-06,,ACTIVE,BR509,2024-03-06 16:26:00+00:00
ACC00000607,CUST000449,SAVINGS,GBP,174472.56,25000,2021-06-09,,ACTIVE,BR891,2026-01-17 05:46:00+00:00
ACC00000608,CUST000411,SAVINGS,USD,238106.65,50000,2022-10-24,,ACTIVE,BR434,2024-07-18 07:38:00+00:00
ACC00000609,CUST000380,CURRENT,EUR,308529.7,25000,2017-05-01,2023-12-15,ACTIVE,BR389,2026-03-03 05:53:00+00:00
ACC00000610,CUST000422,CURRENT,GBP,88891.32,5000,2021-01-29,,ACTIVE,BR939,2024-07-04 00:41:00+00:00
ACC00000611,CUST000033,SAVINGS,GBP,64524.72,0,2026-03-13,,ACTIVE,BR790,2025-05-21 23:07:00+00:00
ACC00000612,CUST000236,SAVINGS,GBP,17255.75,10000,2023-04-12,,ACTIVE,BR847,2024-12-05 02:06:00+00:00
ACC00000613,CUST000062,SAVINGS,USD,59478.78,0,2020-12-14,,ACTIVE,BR993,2025-02-17 18:44:00+00:00
ACC00000614,CUST000430,SAVINGS,GBP,290183.76,10000,2016-09-17,,ACTIVE,BR534,2025-12-02 12:51:00+00:00
ACC00000615,CUST000165,LOAN,EUR,254128.5,0,2015-01-18,,ACTIVE,BR711,2025-02-21 12:44:00+00:00
ACC00000616,CUST000207,SAVINGS,GBP,324111.01,10000,2018-05-02,,ACTIVE,BR503,2025-04-30 04:54:00+00:00
ACC00000617,CUST000105,SAVINGS,EUR,175660.54,25000,2018-04-15,,ACTIVE,BR646,2024-12-17 05:06:00+00:00
ACC00000618,CUST000105,SAVINGS,USD,289751.29,5000,2022-03-08,,ACTIVE,BR173,2024-11-14 11:11:00+00:00
ACC00000619,CUST000030,CURRENT,GBP,268277.57,50000,2018-04-25,,ACTIVE,BR455,2025-12-25 13:56:00+00:00
ACC00000620,CUST000286,LOAN,GBP,68540.47,25000,2023-10-05,,ACTIVE,BR600,2024-09-15 15:05:00+00:00
ACC00000621,CUST000490,SAVINGS,GBP,232109.5,25000,2025-01-07,,ACTIVE,BR785,2024-07-07 08:25:00+00:00
ACC00000622,CUST000265,CURRENT,GBP,299681.39,50000,2025-09-24,,ACTIVE,BR858,2024-07-24 07:22:00+00:00
