transaction_id,account_id,transaction_date,value_date,transaction_type,amount,currency,merchant_category_code,counterparty_id,channel,reference,last_updated_ts
TXN0000002272,ACC00000649,2025-12-21 09:31:00+00:00,2026-04-04 11:17:00+00:00,CREDIT,302.86,GBP,8317,CP8492,ONLINE,REF1KB3GAEJ5D,2024-12-06 09:27:00+00:00
TXN0000002273,ACC00000469,2024-11-03 05:52:00+00:00,2025-07-21 01:49:00+00:00,CREDIT,324.51,GBP,3150,CP9109,ONLINE,REFK9O6GHN9A8,2025-08-24 03:05:00+00:00
TXN0000002274,ACC00000268,2025-10-14 05:21:00+00:00,2025-05-08 16:00:00+00:00,DEBIT,258.81,USD,3528,CP3922,POS,REFY55U136KSR,2026-01-14 22:33:00+00:00
TXN0000002275,ACC00000333,2025-02-11 22:29:00+00:00,2025-01-18 07:34:00+00:00,CREDIT,210.07,USD,8832,CP7860,POS,REFL2F7K3EOI2,2025-07-09 07:43:00+00:00
TXN0000002276,ACC00000440,2026-02-03 16:44:00+00:00,2024-08-09 06:46:00+00:00,DEBIT,340.55,GBP,1456,CP3596,POS,REFK17FHDKS4Z,2026-04-18 05:41:00+00:00
TXN0000002277,ACC00000671,2025-05-18 02:54:00+00:00,2025-06-30 11:59:00+00:00,CREDIT,989.07,USD,1840,CP6642,POS,REF8IDTVFALJ3,2024-08-31 21:29:00+00:00
TXN0000002278,ACC00000420,2025-06-09 16:33:00+00:00,2025-02-16 18:12:00+00:00,CREDIT,309.32,GBP,5327,CP9677,ONLINE,REFB0ALY28YH8,2024-12-04 08:49:00+00:00
TXN0000002279,ACC00000011,2024-05-24 04:13:00+00:00,2024-07-10 23:38:00+00:00,DEBIT,1093.76,GBP,9452,CP7251,POS,REFYBO953ZRID,2024-10-30 16:17:00+00:00
TXN0000002280,ACC00000551,2025-04-06 16:41:00+00:00,2024-05-03 07:26:00+00:00,DEBIT,699.55,GBP,9067,CP5478,POS,REFHTV88Y15QF,2024-02-21 23:20:00+00:00
TXN0000002281,ACC00000268,2025-07-13 20:30:00+00:00,2025-09-07 12:19:00+00:00,DEBIT,459.45,GBP,5315,,ATM,REF7NCY6KJZQK,2025-06-16 13:20:00+00:00
TXN0000002282,ACC00000510,2024-02-29 10:42:00+00:00,2026-01-28 16:02:00+00:00,DEBIT,460.1,USD,5165,CP4043,ONLINE,REFCJXH840D0A,2025-01-03 20:31:00+00:00
TXN0000002283,ACC00000398,2025-07-13 09:04:00+00:00,2025-12-14 08:51:00+00:00,DEBIT,98.9,GBP,3708,CP8729,ONLINE,REFVSKUMWIHUL,2026-03-14 11:13:00+00:00
TXN0000002284,ACC00000584,2025-02-01 16:03:00+00:00,2026-03-10 00:30:00+00:00,CREDIT,103.21,GBP,3868,,ATM,REF7CQVKOLEF8,2026-04-21 05:31:00+00:00
TXN0000002285,ACC00000659,2025-01-28 22:04:00+00:00,2024-08-14 14:13:00+00:00,CREDIT,705.24,USD,6623,CP1662,ATM,REFHVT9MB508P,2024-05-08 10:35:00+00:00
TXN0000002286,ACC00000477,2026-01-18 06:44:00+00:00,2024-02-26 08:05:00+00:00,CREDIT,803.03,GBP,8412,CP7105,ONLINE,REFNT4GO5DXFF,2025-05-19 18:23:00+00:00
TXN0000002287,ACC00000769,2026-01-10 08:36:00+00:00,2024-12-26 00:46:00+00:00,CREDIT,436.71,GBP,4287,CP3374,POS,REFH1WUXSPYWY,2025-05-02 19:45:00+00:00
TXN0000002288,ACC00000727,2025-10-19 11:25:00+00:00,2025-01-30 06:11:00+00:00,DEBIT,1713.43,USD,1521,CP3505,ONLINE,REFDG30C3RB1F,2024-06-05 00:17:00+00:00
TXN0000002289,ACC00000734,2024-11-09 14:47:00+00:00,2026-04-10 22:16:00+00:00,DEBIT,69.92,GBP,4577,CP5319,POS,REFNU79KSSE9V,2025-01-04 05:09:00+00:00
TXN0000002290,ACC00000706,2025-08-11 19:34:00+00:00,2024-01-31 10:06:00+00:00,DEBIT,216.61,USD,9054,CP1605,ONLINE,REF3ZUVFG9FLJ,2026-04-01 05:30:00+00:00
TXN0000002291,ACC00000545,2024-10-04 12:01:00+00:00,2024-02-16 23:56:00+00:00,CREDIT,480.19,GBP,5146,,BRANCH,REFQ1JQI8DCW8,2025-10-12 23:29:00+00:00
TXN0000002292,ACC00000314,2026-02-10 21:20:00+00:00,2024-05-24 13:23:00+00:00,CREDIT,1589.4,GBP,9439,CP9861,ONLINE,REFRIL6TLGIYL,2026-02-09 19:17:00+00:00
TXN0000002293,ACC00000488,2025-06-11 13:43:00+00:00,2025-06-12 07:55:00+00:00,CREDIT,1170.78,USD,6975,CP4393,BRANCH,REFF89OAR9TT5,2025-05-31 14:20:00+00:00
TXN0000002294,ACC00000277,2025-03-30 19:17:00+00:00,2025-06-29 14:40:00+00:00,DEBIT,368.92,GBP,1855,CP4116,POS,REFU1BJA9HERQ,2025-08-06 16:39:00+00:00
TXN0000002295,ACC00000709,2025-08-03 12:12:00+00:00,2025-08-18 13:13:00+00:00,CREDIT,726.89,EUR,9596,CP2765,ONLINE,REFC3YWJAO0FD,2024-10-07 09:10:00+00:00
TXN0000002296,ACC00000062,2025-11-25 17:15:00+00:00,2024-07-25 09:59:00+00:00,DEBIT,655.29,GBP,4473,CP7416,ONLINE,REF51QEEF9MKO,2026-04-22 21:43:00+00:00
TXN0000002297,ACC00000483,2024-01-04 19:54:00+00:00,2025-02-08 14:17:00+00:00,CREDIT,551.22,EUR,8175,CP9347,ATM,REFT4D49PQC3Y,2025-03-03 12:43:00+00:00
TXN0000002298,ACC00000647,2025-03-31 04:12:00+00:00,2025-10-25 13:17:00+00:00,DEBIT,388.76,GBP,5404,CP9598,POS,REF5I71SJG5X3,2026-02-14 08:49:00+00:00
TXN0000002299,ACC00000697,2025-02-08 03:03:00+00:00,2025-12-09 12:55:00+00:00,DEBIT,320.13,GBP,4642,CP2747,ONLINE,REFQBNI5HO6D6,2024-06-12 10:08:00+00:00
TXN0000002300,ACC00000512,2025-07-10 01:36:00+00:00,2025-03-18 23:02:00+00:00,DEBIT,312.59,GBP,3376,CP5038,ONLINE,REFXQQCTKODER,2024-04-28 08:57:00+00:00
TXN0000002301,ACC00000461,2024-05-24 13:05:00+00:00,2024-09-10 06:54:00+00:00,DEBIT,512.92,EUR,1825,CP9827,POS,REF9IZTTNOMLQ,2025-01-02 20:17:00+00:00
TXN0000002302,ACC00000088,2025-01-28 12:08:00+00:00,2024-05-19 15:12:00+00:00,CREDIT,1327.69,GBP,1855,CP6576,ONLINE,REFDRGDJFGPSG,2024-03-07 06:53:00+00:00
TXN0000002303,ACC00000234,2024-01-08 03:26:00+00:00,2026-04-21 18:39:00+00:00,DEBIT,201.31,EUR,7556,CP6314,POS,REF73B5FBAH2A,2025-08-06 22:17:00+00:00
TXN0000002304,ACC00000186,2024-11-26 11:57:00+00:00,2025-04-30 08:07:00+00:00,CREDIT,431.43,GBP,1072,CP8449,POS,REFY82KWNBAY2,2025-07-26 18:24:00+00:00
TXN0000002305,ACC00000424,2024-11-22 23:28:00+00:00,2024-12-09 19:09:00+00:00,CREDIT,380.66,GBP,5039,CP4084,ONLINE,REFLVKCDB42EL,2026-03-10 16:32:00+00:00
TXN0000002306,ACC00000275,2025-12-01 16:26:00+00:00,2026-03-12 01:45:00+00:00,CREDIT,608.36,GBP,1032,CP3823,ATM,REFTDEI93SBFF,2026-01-01 23:09:00+00:00
TXN0000002307,ACC00000022,2024-10-11 10:31:00+00:00,2026-02-15 18:18:00+00:00,DEBIT,47.04,USD,8448,CP4113,ONLINE,REFP1ROJ6WWDA,2025-09-25 20:18:00+00:00
TXN0000002308,ACC00000112,2025-11-12 16:25:00+00:00,2026-04-17 02:03:00+00:00,CREDIT,1707.25,GBP,8987,CP6645,ONLINE,REFVX4IQ2E4HK,2024-08-30 13:06:00+00:00
TXN0000002309,ACC00000798,2024-11-26 10:48:00+00:00,2024-03-31 00:11:00+00:00,DEBIT,231.94,GBP,4984,CP1953,ONLINE,REFACUVEOJRBL,2024-02-18 13:15:00+00:00
TXN0000002310,ACC00000156,2026-02-15 11:56:00+00:00,2025-10-05 15:27:00+00:00,CREDIT,460.12,GBP,8122,CP2152,POS,REFB81XHNGPDE,2025-04-23 21:42:00+00:00
TXN0000002311,ACC00000652,2025-05-20 11:06:00+00:00,2024-02-15 15:51:00+00:00,CREDIT,412.24,USD,7255,,ATM,REFHEYRK1VPTG,2024-11-21 21:32:00+00:00
TXN0000002312,ACC00000127,2024-06-25 08:30:00+00:00,2025-06-30 03:43:00+00:00,DEBIT,817.54,USD,8913,CP7189,ONLINE,REF6E1DBH4T67,2025-05-17 07:46:00+00:00
TXN0000002313,ACC00000173,2025-03-17 08:00:00+00:00,2025-09-02 10:07:00+00:00,DEBIT,335.58,USD,6954,CP2423,ONLINE,REFGUN7YHUFHC,2025-07-12 12:14:00+00:00
TXN0000002314,ACC00000482,2024-01-08 01:24:00+00:00,2025-02-05 09:33:00+00:00,DEBIT,268.14,GBP,9318,CP5773,POS,REFGX65VGR99V,2025-07-07 04:23:00+00:00
TXN0000002315,ACC00000119,2025-06-20 14:21:00+00:00,2024-09-25 18:56:00+00:00,DEBIT,655.98,GBP,6828,CP7945,ONLINE,REF1TK0WXJP15,2025-07-24 23:11:00+00:00
TXN0000002316,ACC00000193,2025-06-17 13:51:00+00:00,2025-04-17 15:36:00+00:00,CREDIT,754.77,USD,9500,CP9510,ONLINE,REF0831O18DWL,2025-01-25 03:47:00+00:00
TXN0000002317,ACC00000221,2025-06-27 04:18:00+00:00,2025-10-11 15:12:00+00:00,CREDIT,23.11,GBP,8237,CP1960,ATM,REFJ31R6ATAYF,2025-09-19 13:34:00+00:00
TXN0000002318,ACC00000271,2025-11-30 01:22:00+00:00,2025-06-14 06:15:00+00:00,CREDIT,931.81,GBP,8971,CP6740,POS,REF1ZDFF1UL23,2025-04-25 20:17:00+00:00
TXN0000002319,ACC00000062,2024-03-14 13:24:00+00:00,2026-05-04 00:27:00+00:00,DEBIT,399.91,USD,2533,CP1805,ONLINE,REFX58YNIK2GZ,2025-06-13 18:56:00+00:00
TXN0000002320,ACC00000205,2024-12-27 08:20:00+00:00,2024-03-30 08:16:00+00:00,CREDIT,639.47,GBP,6196,CP7293,ONLINE,REFPZACVU2985,2025-05-13 11:42:00+00:00
TXN0000002321,ACC00000030,2024-04-19 04:11:00+00:00,2024-08-08 10:28:00+00:00,CREDIT,1193.68,USD,8664,CP5207,ONLINE,REFBOWXFQA5RG,2025-03-27 23:58:00+00:00
TXN0000002322,ACC00000597,2024-09-19 09:16:00+00:00,2025-11-02 11:17:00+00:00,DEBIT,621.96,GBP,4839,CP3881,POS,REFU7O6KG74KM,2026-05-01 07:07:00+00:00
TXN0000002323,ACC00000585,2024-03-11 16:37:00+00:00,2025-12-23 15:33:00+00:00,DEBIT,277.36,GBP,4707,CP4507,POS,REFVXOR5NZTO4,2024-05-13 06:12:00+00:00
TXN0000002324,ACC00000105,2025-09-18 15:59:00+00:00,2025-08-27 06:54:00+00:00,DEBIT,132.81,USD,4811,CP6560,ONLINE,REFH9VYH2G68N,2025-07-21 08:50:00+00:00
TXN0000002325,ACC00000429,2024-10-30 00:09:00+00:00,2024-12-15 00:51:00+00:00,CREDIT,174.31,GBP,6445,CP7845,ATM,REFBVZRI84TF4,2025-11-28 23:15:00+00:00
TXN0000002326,ACC00000753,2026-03-31 06:12:00+00:00,2024-12-18 21:48:00+00:00,DEBIT,871.14,GBP,4643,,POS,REFX6LMBRXG4Z,2025-05-23 15:18:00+00:00
TXN0000002327,ACC00000035,2025-06-25 13:58:00+00:00,2026-02-25 20:43:00+00:00,CREDIT,196.0,GBP,9217,CP9536,ONLINE,REFSBXEL0LKVT,2025-08-01 09:38:00+00:00
TXN0000002328,ACC00000294,2025-07-01 13:01:00+00:00,2024-07-06 13:02:00+00:00,CREDIT,377.32,USD,4471,CP6765,ONLINE,REF5VYMGFK9XC,2024-02-02 12:33:00+00:00
TXN0000002329,ACC00000018,2025-06-08 07:53:00+00:00,2024-07-09 14:01:00+00:00,CREDIT,2111.33,USD,9172,CP6934,BRANCH,REFKFJ9MPJ0RQ,2025-12-03 09:38:00+00:00
TXN0000002330,ACC00000634,2024-11-21 15:55:00+00:00,2026-01-13 12:55:00+00:00,DEBIT,1162.89,EUR,1610,,ATM,REFBTAN8SJTMF,2026-03-29 05:48:00+00:00
TXN0000002331,ACC00000191,2024-02-12 23:04:00+00:00,2025-06-24 15:21:00+00:00,CREDIT,1484.69,USD,4020,CP5730,ONLINE,REFMHLVSYF5TV,2026-04-24 02:54:00+00:00
TXN0000002332,ACC00000749,2025-04-08 00:15:00+00:00,2025-03-19 15:03:00+00:00,CREDIT,468.95,USD,5041,CP1304,ONLINE,REFHOOOB4QL08,2024-01-29 02:41:00+00:00
TXN0000002333,ACC00000343,2025-02-22 06:02:00+00:00,2025-05-07 02:40:00+00:00,DEBIT,2151.28,GBP,9751,CP5445,ONLINE,REFWTM7VMQ0O5,2025-01-17 19:30:00+00:00
TXN0000002334,ACC00000774,2025-09-29 09:51:00+00:00,2025-12-17 17:43:00+00:00,DEBIT,283.32,GBP,5768,CP5714,ONLINE,REF99L8G15249,2025-02-28 07:39:00+00:00
TXN0000002335,ACC00000596,2024-10-01 04:58:00+00:00,2024-05-02 05:38:00+00:00,DEBIT,219.45,EUR,1917,CP7470,ONLINE,REFV8AFNO2ROK,2024-08-27 06:30:00+00:00
TXN0000002336,ACC00000416,2024-08-05 16:41:00+00:00,2024-07-05 07:56:00+00:00,CREDIT,185.64,USD,6349,CP2086,POS,REFSL4BHHHNXS,2024-06-27 17:53:00+00:00
TXN0000002337,ACC00000077,2025-02-25 01:11:00+00:00,2026-01-06 12:59:00+00:00,DEBIT,1347.08,GBP,8156,CP9122,ATM,REFGOT73AWSM4,2025-01-09 07:23:00+00:00
TXN0000002338,ACC00000598,2024-02-16 22:21:00+00:00,2024-04-07 06:36:00+00:00,CREDIT,330.27,USD,5742,CP8202,ONLINE,REFFV9BRO7FTX,2025-05-21 13:59:00+00:00
TXN0000002339,ACC00000342,2026-01-18 01:34:00+00:00,2024-04-22 04:12:00+00:00,DEBIT,194.18,GBP,8512,CP8228,ONLINE,REF0RNPKSB64S,2026-04-15 17:33:00+00:00
TXN0000002340,ACC00000678,2025-09-18 23:34:00+00:00,2025-05-18 14:16:00+00:00,DEBIT,155.99,GBP,7222,CP3129,ONLINE,REFUL4GUDIC4T,2024-07-07 10:58:00+00:00
TXN0000002341,ACC00000752,2024-08-16 00:38:00+00:00,2025-01-07 19:41:00+00:00,CREDIT,745.0,GBP,2716,CP4499,ONLINE,REFRBARG532W7,2024-12-21 17:29:00+00:00
TXN0000002342,ACC00000756,2026-03-06 08:47:00+00:00,2025-08-25 16:19:00+00:00,DEBIT,242.26,USD,3765,CP1194,ONLINE,REFMT9U6YJQMS,2025-08-08 19:03:00+00:00
TXN0000002343,ACC00000700,2024-03-11 06:17:00+00:00,2025-11-19 03:44:00+00:00,CREDIT,961.18,GBP,8591,CP9310,ONLINE,REFU1DVESFT6M,2026-04-18 11:29:00+00:00
TXN0000002344,ACC00000045,2025-11-15 18:00:00+00:00,2026-01-24 06:58:00+00:00,CREDIT,1346.04,GBP,9593,CP8805,BRANCH,REF48GRJY3BZB,2025-05-09 19:14:00+00:00
TXN0000002345,ACC00000708,2025-08-20 13:40:00+00:00,2024-09-11 15:26:00+00:00,CREDIT,634.0,GBP,2962,CP4834,ONLINE,REFQ1I3BW2NU0,2024-02-03 21:30:00+00:00
TXN0000002346,ACC00000290,2024-03-08 19:30:00+00:00,2025-05-27 14:00:00+00:00,DEBIT,1426.86,GBP,3513,CP1774,ONLINE,REF78QDFQU6BW,2025-02-15 23:02:00+00:00
TXN0000002347,ACC00000319,2025-09-02 15:55:00+00:00,2024-12-08 22:32:00+00:00,CREDIT,583.02,GBP,1719,CP6819,POS,REFQ9AX2REPPQ,2025-11-05 04:36:00+00:00
TXN0000002348,ACC00000486,2026-04-20 18:56:00+00:00,2026-03-08 00:31:00+00:00,DEBIT,2104.26,GBP,8559,CP1574,ATM,REF4BGSQ6F0XO,2024-11-26 19:52:00+00:00
TXN0000002349,ACC00000655,2025-05-13 04:53:00+00:00,2025-08-15 02:48:00+00:00,CREDIT,1250.18,EUR,7566,CP5505,ONLINE,REF8LZB2XVF14,2024-05-29 20:29:00+00:00
TXN0000002350,ACC00000611,2024-10-06 10:09:00+00:00,2024-02-15 20:51:00+00:00,DEBIT,1114.24,USD,3535,CP5108,POS,REFBIW4NTHLKQ,2024-12-16 00:55:00+00:00
TXN0000002351,ACC00000310,2025-07-22 08:07:00+00:00,2026-02-10 12:54:00+00:00,DEBIT,226.43,GBP,5585,CP5873,ATM,REF3ELDV59V39,2024-05-26 00:47:00+00:00
TXN0000002352,ACC00000548,2024-08-02 11:24:00+00:00,2025-10-18 11:07:00+00:00,CREDIT,188.27,GBP,9863,CP8479,ATM,REF2NDFFS57ZP,2024-04-12 23:51:00+00:00
TXN0000002353,ACC00000059,2025-09-16 08:33:00+00:00,2024-01-31 13:17:00+00:00,CREDIT,835.53,GBP,1589,,POS,REFDRD8AV9KRD,2025-03-20 02:44:00+00:00
TXN0000002354,ACC00000753,2024-01-14 09:20:00+00:00,2024-02-11 15:02:00+00:00,DEBIT,312.09,USD,6786,CP1486,POS,REFIDIURF17KV,2024-02-11 12:37:00+00:00
TXN0000002355,ACC00000171,2024-02-13 14:13:00+00:00,2025-04-10 16:13:00+00:00,DEBIT,385.32,USD,3593,CP4268,POS,REFG2N67ZCTWP,2026-04-10 01:43:00+00:00
TXN0000002356,ACC00000763,2024-12-28 12:48:00+00:00,2026-02-18 17:43:00+00:00,DEBIT,856.5,USD,3619,CP5767,ONLINE,REFLUDOKXKQPT,2025-05-02 02:21:00+00:00
TXN0000002357,ACC00000615,2025-12-08 15:19:00+00:00,2025-10-22 09:28:00+00:00,DEBIT,1211.32,GBP,5295,CP4724,POS,REFIP87J73PDP,2025-08-22 10:19:00+00:00
TXN0000002358,ACC00000204,2025-06-05 00:36:00+00:00,2025-06-27 23:17:00+00:00,DEBIT,450.99,GBP,3176,CP8699,ONLINE,REFBJ2HU64NUN,2025-12-01 02:10:00+00:00
TXN0000002359,ACC00000273,2024-11-25 15:40:00+00:00,2025-06-08 06:51:00+00:00,DEBIT,388.77,GBP,8447,CP8976,POS,REF1YIZJDILXP,2025-07-16 19:23:00+00:00
TXN0000002360,ACC00000042,2025-10-16 07:36:00+00:00,2024-01-11 07:16:00+00:00,CREDIT,25.52,EUR,6369,CP7920,POS,REF8QN9V4Z8CK,2025-03-04 13:28:00+00:00
TXN0000002361,ACC00000344,2024-09-14 21:01:00+00:00,2025-06-13 11:29:00+00:00,DEBIT,959.12,USD,7990,CP2582,ONLINE,REF4PMFORV04P,2025-02-22 15:09:00+00:00
TXN0000002362,ACC00000441,2024-12-10 18:53:00+00:00,2024-08-06 13:59:00+00:00,DEBIT,640.58,EUR,2897,CP9299,ONLINE,REF46JITGJZNL,2025-12-13 22:44:00+00:00
TXN0000002363,ACC00000349,2025-10-05 17:02:00+00:00,2024-12-02 21:18:00+00:00,DEBIT,1749.52,GBP,8370,CP5216,POS,REF324ZXC8HWH,2024-02-09 05:11:00+00:00
TXN0000002364,ACC00000088,2024-05-23 21:27:00+00:00,2025-12-07 21:00:00+00:00,DEBIT,956.92,USD,5021,,POS,REFF5LOT04HDO,2025-03-15 11:50:00+00:00
TXN0000002365,ACC00000502,2024-01-02 05:45:00+00:00,2024-10-25 08:39:00+00:00,DEBIT,329.9,GBP,8317,CP3035,POS,REFRGP6Q2S6OZ,2025-09-17 19:26:00+00:00
TXN0000002366,ACC00000389,2025-09-23 08:17:00+00:00,2024-05-12 15:11:00+00:00,DEBIT,1180.67,GBP,3477,CP1796,ONLINE,REFZND6Z80GVF,2025-04-01 20:02:00+00:00
TXN0000002367,ACC00000611,2024-05-30 20:55:00+00:00,2025-06-10 01:39:00+00:00,DEBIT,1285.16,GBP,1890,CP9531,ONLINE,REF128ZRR9FY5,2024-04-26 12:44:00+00:00
TXN0000002368,ACC00000516,2026-04-08 01:51:00+00:00,2024-01-11 06:07:00+00:00,CREDIT,500.65,GBP,2292,CP3493,ONLINE,REFFF4445QYPE,2026-01-11 04:44:00+00:00
TXN0000002369,ACC00000115,2024-08-26 02:22:00+00:00,2025-04-07 17:55:00+00:00,DEBIT,753.78,EUR,8797,CP3772,POS,REF31ULQKJNVD,2024-10-09 06:30:00+00:00
TXN0000002370,ACC00000169,2025-06-27 19:48:00+00:00,2026-04-18 16:15:00+00:00,CREDIT,2038.81,GBP,1372,CP2372,POS,REFWDV5AXI7C6,2025-12-06 13:59:00+00:00
TXN0000002371,ACC00000420,2024-05-23 10:33:00+00:00,2026-03-21 21:50:00+00:00,DEBIT,834.52,USD,2042,,ATM,REFK7BAWT4XBU,2024-02-13 10:02:00+00:00
TXN0000002372,ACC00000212,2024-10-14 19:53:00+00:00,2025-02-03 08:15:00+00:00,DEBIT,330.22,EUR,2840,CP9522,ONLINE,REFPD21FQXBGD,2024-05-16 21:18:00+00:00
TXN0000002373,ACC00000600,2024-01-18 14:12:00+00:00,2026-01-27 02:27:00+00:00,CREDIT,596.79,GBP,8310,CP6512,ATM,REFPM1HWCOJA3,2024-10-15 13:39:00+00:00
TXN0000002374,ACC00000033,2024-11-15 04:02:00+00:00,2025-05-19 23:33:00+00:00,CREDIT,213.36,GBP,6262,CP9426,BRANCH,REF52EPRTUTXL,2024-08-03 07:27:00+00:00
TXN0000002375,ACC00000194,2024-08-20 03:36:00+00:00,2024-11-29 23:39:00+00:00,CREDIT,1051.84,GBP,6408,CP5609,ONLINE,REF3BV57PK5DO,2025-02-08 17:52:00+00:00
TXN0000002376,ACC00000718,2026-01-31 14:42:00+00:00,2025-05-29 08:16:00+00:00,DEBIT,151.74,USD,6454,CP1524,POS,REFAR7NRI8MN6,2025-05-09 19:17:00+00:00
TXN0000002377,ACC00000004,2025-04-15 15:18:00+00:00,2024-09-30 01:35:00+00:00,DEBIT,1546.65,USD,7413,CP5757,ONLINE,REFDKGL30VXCU,2026-04-20 11:44:00+00:00
TXN0000002378,ACC00000423,2025-06-29 13:29:00+00:00,2025-07-29 21:36:00+00:00,DEBIT,1554.05,GBP,8449,CP2436,POS,REFALH3KCJKDT,2025-04-26 10:19:00+00:00
TXN0000002379,ACC00000358,2025-01-06 19:23:00+00:00,2024-11-19 23:37:00+00:00,DEBIT,782.81,GBP,8530,,ONLINE,REF2Q8IC1Z7B2,2024-09-02 13:02:00+00:00
TXN0000002380,ACC00000156,2024-04-26 21:19:00+00:00,2024-08-08 00:12:00+00:00,DEBIT,1392.51,USD,5821,CP9367,ONLINE,REFLPSXVH0429,2024-11-12 01:27:00+00:00
TXN0000002381,ACC00000239,2024-03-09 16:57:00+00:00,2024-07-09 20:02:00+00:00,DEBIT,1010.94,GBP,8862,CP3698,BRANCH,REF4VAHA3VWRV,2024-07-21 15:08:00+00:00
TXN0000002382,ACC00000382,2025-03-11 23:17:00+00:00,2025-04-17 20:56:00+00:00,CREDIT,682.9,USD,5059,CP5971,POS,REF5NIXUX8FFV,2024-12-17 09:49:00+00:00
TXN0000002383,ACC00000534,2025-12-04 16:46:00+00:00,2025-01-15 13:00:00+00:00,CREDIT,606.36,EUR,7035,,POS,REFPVOZI194SS,2024-04-08 22:05:00+00:00
TXN0000002384,ACC00000441,2024-06-11 06:00:00+00:00,2025-12-31 10:09:00+00:00,CREDIT,749.7,GBP,2833,CP9941,ONLINE,REFAEOH9IL38X,2024-06-26 10:42:00+00:00
TXN0000002385,ACC00000715,2025-05-27 16:48:00+00:00,2025-03-09 19:39:00+00:00,DEBIT,906.28,GBP,1706,,ONLINE,REFO9UKE2LFXL,2024-12-27 06:24:00+00:00
TXN0000002386,ACC00000110,2026-01-11 04:53:00+00:00,2026-03-10 01:07:00+00:00,DEBIT,387.0,GBP,7858,CP8206,POS,REFYV23S7MYHY,2024-04-03 04:14:00+00:00
TXN0000002387,ACC00000037,2025-09-12 10:50:00+00:00,2026-01-31 11:10:00+00:00,DEBIT,490.31,EUR,8426,CP2770,ONLINE,REF6OWRUJTJMY,2024-04-19 16:10:00+00:00
TXN0000002388,ACC00000187,2025-10-18 16:55:00+00:00,2024-07-30 20:02:00+00:00,DEBIT,258.89,USD,5975,CP2221,ONLINE,REFUVOB8XG0F3,2025-01-31 22:15:00+00:00
TXN0000002389,ACC00000300,2025-02-09 22:32:00+00:00,2024-05-13 19:38:00+00:00,DEBIT,518.66,USD,5867,CP3069,ONLINE,REFU6UAQDES4K,2025-03-10 13:34:00+00:00
TXN0000002390,ACC00000580,2026-04-05 08:06:00+00:00,2025-11-05 19:25:00+00:00,DEBIT,1452.51,USD,5266,CP6829,ATM,REFJUN96SMSX0,2024-07-18 11:10:00+00:00
TXN0000002391,ACC00000043,2025-08-07 13:10:00+00:00,2025-01-25 06:14:00+00:00,CREDIT,978.53,GBP,9324,CP2691,ONLINE,REFJ8WLGW3FVD,2025-11-16 17:15:00+00:00
TXN0000002392,ACC00000534,2024-09-07 20:49:00+00:00,2024-01-22 19:52:00+00:00,DEBIT,131.86,GBP,1695,CP2802,POS,REFW3G1AB17ZI,2025-10-12 23:26:00+00:00
TXN0000002393,ACC00000362,2024-08-13 05:57:00+00:00,2024-06-18 07:22:00+00:00,DEBIT,809.75,USD,9043,CP9613,POS,REFAFSYM1WX0S,2024-01-25 15:34:00+00:00
TXN0000002394,ACC00000556,2025-03-15 00:47:00+00:00,2025-02-13 11:16:00+00:00,CREDIT,59.96,GBP,3039,CP9820,ONLINE,REF9EW04M4UQ3,2024-10-29 07:52:00+00:00
TXN0000002395,ACC00000485,2025-10-20 11:46:00+00:00,2024-01-04 07:01:00+00:00,DEBIT,817.62,USD,7530,CP3297,ONLINE,REF9OSMO8ID0Y,2024-08-13 09:54:00+00:00
TXN0000002396,ACC00000038,2025-07-15 12:45:00+00:00,2025-03-26 19:41:00+00:00,CREDIT,1664.68,EUR,8998,CP4586,ATM,REFIMMPK3WR2X,2026-03-07 09:35:00+00:00
TXN0000002397,ACC00000295,2025-09-29 08:10:00+00:00,2025-08-30 03:51:00+00:00,CREDIT,1658.41,USD,9055,CP5311,POS,REFTH7T6ICIEJ,2025-07-14 02:23:00+00:00
TXN0000002398,ACC00000452,2025-04-15 13:53:00+00:00,2024-12-27 08:51:00+00:00,DEBIT,514.99,GBP,9509,CP7080,ATM,REF2W6I0Q2PJY,2025-02-02 17:42:00+00:00
TXN0000002399,ACC00000567,2025-05-07 09:59:00+00:00,2026-03-24 01:51:00+00:00,DEBIT,1797.54,GBP,9441,CP2710,BRANCH,REFXSVB8AYB4F,2025-05-25 22:50:00+00:00
TXN0000002400,ACC00000643,2025-06-12 06:06:00+00:00,2024-07-03 21:29:00+00:00,DEBIT,222.23,GBP,1857,CP9661,POS,REFG85UW12E31,2026-04-12 21:51:00+00:00
TXN0000002401,ACC00000229,2025-03-30 06:44:00+00:00,2024-08-01 05:01:00+00:00,DEBIT,1037.07,USD,4850,CP9804,ONLINE,REF0LNPL3G5MW,2026-01-02 00:22:00+00:00
TXN0000002402,ACC00000146,2024-01-03 12:25:00+00:00,2024-04-30 04:55:00+00:00,CREDIT,399.29,USD,1297,CP6199,ONLINE,REFKN436LXD6T,2025-06-19 12:20:00+00:00
TXN0000002403,ACC00000013,2024-07-05 18:13:00+00:00,2025-10-05 19:22:00+00:00,DEBIT,371.71,USD,3714,CP8741,BRANCH,REFKJ6KZ0Z9DG,2024-09-14 14:47:00+00:00
